days,opening,clossing,ROP,smax,SL,Demand,EOQ
315,3646.380994,3572.718211,940.3239888,6000,104.4804432,73.6627823,
,,,,,,,
316,3570.566082,3494.75117,940.3239888,6000,104.4804432,75.81491174,
,,,,,,,
317,3453.065309,3335.564536,940.3239888,6000,104.4804432,117.500773,
,,,,,,,
318,3367.829412,3282.593515,940.3239888,6000,104.4804432,85.23589688,
,,,,,,,
319,3230.223253,3092.617095,940.3239888,6000,104.4804432,137.6061585,
,,,,,,,
320,3163.167469,3096.111684,940.3239888,6000,104.4804432,67.05578484,
,,,,,,,
321,3077.935869,2992.704269,940.3239888,6000,104.4804432,85.23159999,
,,,,,,,
322,3014.517013,2951.098157,940.3239888,6000,104.4804432,63.41885597,
,,,,,,,
323,3960.376033,3921.27883,940.3239888,6000,104.4804432,39.09720342,
,,,,,,,
324,3764.039094,3567.702154,940.3239888,6000,104.4804432,196.3369397,
,,,,,,,
325,3711.816473,3659.593853,940.3239888,6000,104.4804432,52.22262029,
,,,,,,,
326,3516.509942,3321.20341,940.3239888,6000,104.4804432,195.3065315,
,,,,,,,
327,3396.096083,3275.682225,940.3239888,6000,104.4804432,120.4138586,
,,,,,,,
328,3291.092996,3186.089908,940.3239888,6000,104.4804432,105.0030877,
,,,,,,,
329,3104.674245,2918.255494,940.3239888,6000,104.4804432,186.4187509,
,,,,,,,
330,2995.772218,2886.87019,940.3239888,6000,104.4804432,108.9020271,
,,,,,,,
331,2915.815039,2835.857861,940.3239888,6000,104.4804432,79.9571784,
,,,,,,,
332,3574.065333,3487.69166,940.3239888,6000,104.4804432,86.37367277,
,,,,,,,
333,3501.774181,3429.483029,940.3239888,6000,104.4804432,72.29115199,
,,,,,,,
334,3399.86365,3297.95312,940.3239888,6000,104.4804432,101.9105308,
,,,,,,,
335,3289.436335,3179.00902,940.3239888,6000,104.4804432,110.4273152,
,,,,,,,
336,3244.296597,3199.15686,940.3239888,6000,104.4804432,45.13973767,
,,,,,,,
337,3152.706376,3061.116155,940.3239888,6000,104.4804432,91.59022135,
,,,,,,,
338,3005.533694,2858.361012,940.3239888,6000,104.4804432,147.1726823,
,,,,,,,
339,2940.533601,2875.533508,940.3239888,6000,104.4804432,65.00009302,
,,,,,,,
340,2834.494342,2728.455084,940.3239888,6000,104.4804432,106.0392584,
,,,,,,,
341,3874.332674,3783.236339,940.3239888,6000,104.4804432,91.09633495,
,,,,,,,
342,3761.949181,3649.565689,940.3239888,6000,104.4804432,112.3834929,
,,,,,,,
343,3654.62791,3547.306639,940.3239888,6000,104.4804432,107.321271,
,,,,,,,
344,3609.877077,3565.126244,940.3239888,6000,104.4804432,44.75083315,
,,,,,,,
345,3518.759894,3427.64271,940.3239888,6000,104.4804432,91.1171836,
,,,,,,,
346,3478.429941,3438.099988,940.3239888,6000,104.4804432,40.32995281,
,,,,,,,
347,3400.967542,3323.505142,940.3239888,6000,104.4804432,77.46239924,
,,,,,,,
348,3299.077092,3197.186642,940.3239888,6000,104.4804432,101.8904499,
,,,,,,,
349,3203.822371,3108.56765,940.3239888,6000,104.4804432,95.25472098,
,,,,,,,
350,3977.794148,3921.0986,940.3239888,6000,104.4804432,56.69554843,
,,,,,,,
351,3937.185376,3896.576604,940.3239888,6000,104.4804432,40.6087719,
,,,,,,,
352,3831.237933,3725.290489,940.3239888,6000,104.4804432,105.9474436,
,,,,,,,
353,3785.482939,3739.727945,940.3239888,6000,104.4804432,45.75499372,
,,,,,,,
354,3675.731496,3565.980053,940.3239888,6000,104.4804432,109.7514427,
,,,,,,,
355,3589.869872,3504.008248,940.3239888,6000,104.4804432,85.86162394,
,,,,,,,
356,3556.597313,3523.324753,940.3239888,6000,104.4804432,33.27255934,
,,,,,,,
357,3466.159487,3375.721662,940.3239888,6000,104.4804432,90.43782549,
,,,,,,,
358,3212.090149,2958.02081,940.3239888,6000,104.4804432,254.0693386,
,,,,,,,
359,3847.589622,3755.883243,940.3239888,6000,104.4804432,91.70637887,
,,,,,,,
360,3695.838048,3544.086474,940.3239888,6000,104.4804432,151.751574,
,,,,,,,
361,3619.023351,3542.208654,940.3239888,6000,104.4804432,76.81469707,
,,,,,,,
362,3564.799657,3510.575963,940.3239888,6000,104.4804432,54.22369404,
,,,,,,,
363,3463.744549,3362.689442,940.3239888,6000,104.4804432,101.0551073,
,,,,,,,
364,3372.011122,3280.277695,940.3239888,6000,104.4804432,91.7334271,
